OrderID,ProductID,UnitPrice,Quantity,Discount,DataSource,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,DataSource_Order,SalesAmount,GrossAmount,DiscountAmount,DaysToShip,IsLateDelivery,IsHighFreight,SalesKey
10251,65,16.8,20.0,0.0,SQLServer,VICTE,3,1996-07-08 00:00:00,1996-08-05,1996-07-15,1.0,41.34,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,SQLServer,336.0,336.0,0.0,7.0,False,False,11
10252,20,64.8,40.0,0.05000000074505806,SQLServer,SUPRD,4,1996-07-09 00:00:00,1996-08-06,1996-07-11,2.0,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SQLServer,2462.4,2592.0,129.6,2.0,False,False,12
10252,33,2.0,25.0,0.05000000074505806,SQLServer,SUPRD,4,1996-07-09 00:00:00,1996-08-06,1996-07-11,2.0,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SQLServer,47.5,50.0,2.5,2.0,False,False,13
10252,60,27.2,40.0,0.0,SQLServer,SUPRD,4,1996-07-09 00:00:00,1996-08-06,1996-07-11,2.0,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SQLServer,1088.0,1088.0,0.0,2.0,False,False,14
10253,31,10.0,20.0,0.0,SQLServer,HANAR,3,1996-07-10 00:00:00,1996-07-24,1996-07-16,2.0,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,SQLServer,200.0,200.0,0.0,6.0,False,False,15
10253,39,14.4,42.0,0.0,SQLServer,HANAR,3,1996-07-10 00:00:00,1996-07-24,1996-07-16,2.0,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,SQLServer,604.8,604.8,0.0,6.0,False,False,16
10253,49,16.0,40.0,0.0,SQLServer,HANAR,3,1996-07-10 00:00:00,1996-07-24,1996-07-16,2.0,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,SQLServer,640.0,640.0,0.0,6.0,False,False,17
10254,24,3.6,15.0,0.15000000596046448,SQLServer,CHOPS,5,1996-07-11 00:00:00,1996-08-08,1996-07-23,2.0,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,SQLServer,45.9,54.0,8.1,12.0,False,False,18
10254,55,19.2,21.0,0.15000000596046448,SQLServer,CHOPS,5,1996-07-11 00:00:00,1996-08-08,1996-07-23,2.0,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,SQLServer,342.72,403.2,60.48,12.0,False,False,19
10254,74,8.0,21.0,0.0,SQLServer,CHOPS,5,1996-07-11 00:00:00,1996-08-08,1996-07-23,2.0,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,SQLServer,168.0,168.0,0.0,12.0,False,False,20
10255,2,15.2,20.0,0.0,SQLServer,RICSU,9,1996-07-12 00:00:00,1996-08-09,1996-07-15,3.0,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,SQLServer,304.0,304.0,0.0,3.0,False,False,21
10255,16,13.9,35.0,0.0,SQLServer,RICSU,9,1996-07-12 00:00:00,1996-08-09,1996-07-15,3.0,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,SQLServer,486.5,486.5,0.0,3.0,False,False,22
10255,36,15.2,25.0,0.0,SQLServer,RICSU,9,1996-07-12 00:00:00,1996-08-09,1996-07-15,3.0,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,SQLServer,380.0,380.0,0.0,3.0,False,False,23
10255,59,44.0,30.0,0.0,SQLServer,RICSU,9,1996-07-12 00:00:00,1996-08-09,1996-07-15,3.0,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,SQLServer,1320.0,1320.0,0.0,3.0,False,False,24
10256,53,26.2,15.0,0.0,SQLServer,WELLI,3,1996-07-15 00:00:00,1996-08-12,1996-07-17,2.0,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,SQLServer,393.0,393.0,0.0,2.0,False,False,25
10256,77,10.4,12.0,0.0,SQLServer,WELLI,3,1996-07-15 00:00:00,1996-08-12,1996-07-17,2.0,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,SQLServer,124.8,124.8,0.0,2.0,False,False,26
10257,27,35.1,25.0,0.0,SQLServer,HILAA,4,1996-07-16 00:00:00,1996-08-13,1996-07-22,3.0,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,SQLServer,877.5,877.5,0.0,6.0,False,False,27
10257,39,14.4,6.0,0.0,SQLServer,HILAA,4,1996-07-16 00:00:00,1996-08-13,1996-07-22,3.0,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,SQLServer,86.4,86.4,0.0,6.0,False,False,28
10257,77,10.4,15.0,0.0,SQLServer,HILAA,4,1996-07-16 00:00:00,1996-08-13,1996-07-22,3.0,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,SQLServer,156.0,156.0,0.0,6.0,False,False,29
10258,2,15.2,50.0,0.20000000298023224,SQLServer,ERNSH,1,1996-07-17 00:00:00,1996-08-14,1996-07-23,1.0,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,SQLServer,608.0,760.0,152.0,6.0,False,False,30
10258,5,17.0,65.0,0.20000000298023224,SQLServer,ERNSH,1,1996-07-17 00:00:00,1996-08-14,1996-07-23,1.0,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,SQLServer,884.0,1105.0,221.0,6.0,False,False,31
10258,32,25.6,6.0,0.20000000298023224,SQLServer,ERNSH,1,1996-07-17 00:00:00,1996-08-14,1996-07-23,1.0,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,SQLServer,122.88,153.6,30.72,6.0,False,False,32
10259,21,8.0,10.0,0.0,SQLServer,CENTC,4,1996-07-18 00:00:00,1996-08-15,1996-07-25,3.0,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,SQLServer,80.0,80.0,0.0,7.0,False,False,33
10259,37,20.8,1.0,0.0,SQLServer,CENTC,4,1996-07-18 00:00:00,1996-08-15,1996-07-25,3.0,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,SQLServer,20.8,20.8,0.0,7.0,False,False,34
10260,41,7.7,16.0,0.25,SQLServer,OTTIK,4,1996-07-19 00:00:00,1996-08-16,1996-07-29,1.0,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,SQLServer,92.4,123.2,30.8,10.0,False,False,35
10260,57,15.6,50.0,0.0,SQLServer,OTTIK,4,1996-07-19 00:00:00,1996-08-16,1996-07-29,1.0,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,SQLServer,780.0,780.0,0.0,10.0,False,False,36
10260,62,39.4,15.0,0.25,SQLServer,OTTIK,4,1996-07-19 00:00:00,1996-08-16,1996-07-29,1.0,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,SQLServer,443.25,591.0,147.75,10.0,False,False,37
10260,70,12.0,21.0,0.25,SQLServer,OTTIK,4,1996-07-19 00:00:00,1996-08-16,1996-07-29,1.0,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,SQLServer,189.0,252.0,63.0,10.0,False,False,38
10261,21,8.0,20.0,0.0,SQLServer,QUEDE,4,1996-07-19 00:00:00,1996-08-16,1996-07-30,2.0,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,SQLServer,160.0,160.0,0.0,11.0,False,False,39
10261,35,14.4,20.0,0.0,SQLServer,QUEDE,4,1996-07-19 00:00:00,1996-08-16,1996-07-30,2.0,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,SQLServer,288.0,288.0,0.0,11.0,False,False,40
10262,5,17.0,12.0,0.20000000298023224,SQLServer,RATTC,8,1996-07-22 00:00:00,1996-08-19,1996-07-25,3.0,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,SQLServer,163.2,204.0,40.8,3.0,False,False,41
10262,7,24.0,15.0,0.0,SQLServer,RATTC,8,1996-07-22 00:00:00,1996-08-19,1996-07-25,3.0,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,SQLServer,360.0,360.0,0.0,3.0,False,False,42
10262,56,30.4,2.0,0.0,SQLServer,RATTC,8,1996-07-22 00:00:00,1996-08-19,1996-07-25,3.0,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,SQLServer,60.8,60.8,0.0,3.0,False,False,43
10263,16,13.9,60.0,0.25,SQLServer,ERNSH,9,1996-07-23 00:00:00,1996-08-20,1996-07-31,3.0,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,SQLServer,625.5,834.0,208.5,8.0,False,False,44
10263,24,3.6,28.0,0.0,SQLServer,ERNSH,9,1996-07-23 00:00:00,1996-08-20,1996-07-31,3.0,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,SQLServer,100.8,100.8,0.0,8.0,False,False,45
10263,30,20.7,60.0,0.25,SQLServer,ERNSH,9,1996-07-23 00:00:00,1996-08-20,1996-07-31,3.0,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,SQLServer,931.5,1242.0,310.5,8.0,False,False,46
10263,74,8.0,36.0,0.25,SQLServer,ERNSH,9,1996-07-23 00:00:00,1996-08-20,1996-07-31,3.0,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,SQLServer,216.0,288.0,72.0,8.0,False,False,47
10264,2,15.2,35.0,0.0,SQLServer,FOLKO,6,1996-07-24 00:00:00,1996-08-21,1996-08-23,3.0,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,SQLServer,532.0,532.0,0.0,30.0,True,False,48
10264,41,7.7,25.0,0.15000000596046448,SQLServer,FOLKO,6,1996-07-24 00:00:00,1996-08-21,1996-08-23,3.0,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,SQLServer,163.62,192.5,28.88,30.0,True,False,49
10265,17,31.2,30.0,0.0,SQLServer,BLONP,2,1996-07-25 00:00:00,1996-08-22,1996-08-12,1.0,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,SQLServer,936.0,936.0,0.0,18.0,False,False,50
10265,70,12.0,20.0,0.0,SQLServer,BLONP,2,1996-07-25 00:00:00,1996-08-22,1996-08-12,1.0,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,SQLServer,240.0,240.0,0.0,18.0,False,False,51
10266,12,30.4,12.0,0.05000000074505806,SQLServer,WARTH,3,1996-07-26 00:00:00,1996-09-06,1996-07-31,3.0,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,SQLServer,346.56,364.8,18.24,5.0,False,False,52
10267,40,14.7,50.0,0.0,SQLServer,FRANK,4,1996-07-29 00:00:00,1996-08-26,1996-08-06,1.0,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,SQLServer,735.0,735.0,0.0,8.0,False,False,53
10267,59,44.0,70.0,0.15000000596046448,SQLServer,FRANK,4,1996-07-29 00:00:00,1996-08-26,1996-08-06,1.0,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,SQLServer,2618.0,3080.0,462.0,8.0,False,False,54
10267,76,14.4,15.0,0.15000000596046448,SQLServer,FRANK,4,1996-07-29 00:00:00,1996-08-26,1996-08-06,1.0,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,SQLServer,183.6,216.0,32.4,8.0,False,False,55
10268,29,99.0,10.0,0.0,SQLServer,GROSR,8,1996-07-30 00:00:00,1996-08-27,1996-08-02,3.0,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,SQLServer,990.0,990.0,0.0,3.0,False,False,56
10268,72,27.8,4.0,0.0,SQLServer,GROSR,8,1996-07-30 00:00:00,1996-08-27,1996-08-02,3.0,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,SQLServer,111.2,111.2,0.0,3.0,False,False,57
10269,33,2.0,60.0,0.05000000074505806,SQLServer,WHITC,5,1996-07-31 00:00:00,1996-08-14,1996-08-09,1.0,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,SQLServer,114.0,120.0,6.0,9.0,False,False,58
10269,72,27.8,20.0,0.05000000074505806,SQLServer,WHITC,5,1996-07-31 00:00:00,1996-08-14,1996-08-09,1.0,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,SQLServer,528.2,556.0,27.8,9.0,False,False,59
10270,36,15.2,30.0,0.0,SQLServer,WARTH,1,1996-08-01 00:00:00,1996-08-29,1996-08-02,1.0,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,SQLServer,456.0,456.0,0.0,1.0,False,False,60
10270,43,36.8,25.0,0.0,SQLServer,WARTH,1,1996-08-01 00:00:00,1996-08-29,1996-08-02,1.0,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,SQLServer,920.0,920.0,0.0,1.0,False,False,61
10271,33,2.0,24.0,0.0,SQLServer,SPLIR,6,1996-08-01 00:00:00,1996-08-29,1996-08-30,2.0,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,SQLServer,48.0,48.0,0.0,29.0,True,False,62
10272,20,64.8,6.0,0.0,SQLServer,RATTC,6,1996-08-02 00:00:00,1996-08-30,1996-08-06,2.0,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,SQLServer,388.8,388.8,0.0,4.0,False,False,63
10272,31,10.0,40.0,0.0,SQLServer,RATTC,6,1996-08-02 00:00:00,1996-08-30,1996-08-06,2.0,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,SQLServer,400.0,400.0,0.0,4.0,False,False,64
10272,72,27.8,24.0,0.0,SQLServer,RATTC,6,1996-08-02 00:00:00,1996-08-30,1996-08-06,2.0,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,SQLServer,667.2,667.2,0.0,4.0,False,False,65
10273,10,24.8,24.0,0.05000000074505806,SQLServer,QUICK,3,1996-08-05 00:00:00,1996-09-02,1996-08-12,3.0,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,SQLServer,565.44,595.2,29.76,7.0,False,False,66
10273,31,10.0,15.0,0.05000000074505806,SQLServer,QUICK,3,1996-08-05 00:00:00,1996-09-02,1996-08-12,3.0,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,SQLServer,142.5,150.0,7.5,7.0,False,False,67
10273,33,2.0,20.0,0.0,SQLServer,QUICK,3,1996-08-05 00:00:00,1996-09-02,1996-08-12,3.0,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,SQLServer,40.0,40.0,0.0,7.0,False,False,68
10273,40,14.7,60.0,0.05000000074505806,SQLServer,QUICK,3,1996-08-05 00:00:00,1996-09-02,1996-08-12,3.0,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,SQLServer,837.9,882.0,44.1,7.0,False,False,69
10273,76,14.4,33.0,0.05000000074505806,SQLServer,QUICK,3,1996-08-05 00:00:00,1996-09-02,1996-08-12,3.0,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,SQLServer,451.44,475.2,23.76,7.0,False,False,70
10274,71,17.2,20.0,0.0,SQLServer,VINET,6,1996-08-06 00:00:00,1996-09-03,1996-08-16,1.0,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,SQLServer,344.0,344.0,0.0,10.0,False,False,71
10274,72,27.8,7.0,0.0,SQLServer,VINET,6,1996-08-06 00:00:00,1996-09-03,1996-08-16,1.0,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,SQLServer,194.6,194.6,0.0,10.0,False,False,72
10275,24,3.6,12.0,0.05000000074505806,SQLServer,MAGAA,1,1996-08-07 00:00:00,1996-09-04,1996-08-09,1.0,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,SQLServer,41.04,43.2,2.16,2.0,False,False,73
10275,59,44.0,6.0,0.05000000074505806,SQLServer,MAGAA,1,1996-08-07 00:00:00,1996-09-04,1996-08-09,1.0,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,SQLServer,250.8,264.0,13.2,2.0,False,False,74
10276,10,24.8,15.0,0.0,SQLServer,TORTU,8,1996-08-08 00:00:00,1996-08-22,1996-08-14,3.0,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,SQLServer,372.0,372.0,0.0,6.0,False,False,75
10276,13,4.8,10.0,0.0,SQLServer,TORTU,8,1996-08-08 00:00:00,1996-08-22,1996-08-14,3.0,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,SQLServer,48.0,48.0,0.0,6.0,False,False,76
10277,28,36.4,20.0,0.0,SQLServer,MORGK,2,1996-08-09 00:00:00,1996-09-06,1996-08-13,3.0,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,SQLServer,728.0,728.0,0.0,4.0,False,False,77
10277,62,39.4,12.0,0.0,SQLServer,MORGK,2,1996-08-09 00:00:00,1996-09-06,1996-08-13,3.0,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,SQLServer,472.8,472.8,0.0,4.0,False,False,78
10278,44,15.5,16.0,0.0,SQLServer,BERGS,8,1996-08-12 00:00:00,1996-09-09,1996-08-16,2.0,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,SQLServer,248.0,248.0,0.0,4.0,False,False,79
10278,59,44.0,15.0,0.0,SQLServer,BERGS,8,1996-08-12 00:00:00,1996-09-09,1996-08-16,2.0,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,SQLServer,660.0,660.0,0.0,4.0,False,False,80
10278,63,35.1,8.0,0.0,SQLServer,BERGS,8,1996-08-12 00:00:00,1996-09-09,1996-08-16,2.0,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,SQLServer,280.8,280.8,0.0,4.0,False,False,81
10278,73,12.0,25.0,0.0,SQLServer,BERGS,8,1996-08-12 00:00:00,1996-09-09,1996-08-16,2.0,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,SQLServer,300.0,300.0,0.0,4.0,False,False,82
10279,17,31.2,15.0,0.25,SQLServer,LEHMS,8,1996-08-13 00:00:00,1996-09-10,1996-08-16,2.0,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,SQLServer,351.0,468.0,117.0,3.0,False,False,83
10280,24,3.6,12.0,0.0,SQLServer,BERGS,2,1996-08-14 00:00:00,1996-09-11,1996-09-12,1.0,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,SQLServer,43.2,43.2,0.0,29.0,True,False,84
10280,55,19.2,20.0,0.0,SQLServer,BERGS,2,1996-08-14 00:00:00,1996-09-11,1996-09-12,1.0,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,SQLServer,384.0,384.0,0.0,29.0,True,False,85
10280,75,6.2,30.0,0.0,SQLServer,BERGS,2,1996-08-14 00:00:00,1996-09-11,1996-09-12,1.0,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,SQLServer,186.0,186.0,0.0,29.0,True,False,86
10281,19,7.3,1.0,0.0,SQLServer,ROMEY,4,1996-08-14 00:00:00,1996-08-28,1996-08-21,1.0,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,SQLServer,7.3,7.3,0.0,7.0,False,False,87
10281,24,3.6,6.0,0.0,SQLServer,ROMEY,4,1996-08-14 00:00:00,1996-08-28,1996-08-21,1.0,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,SQLServer,21.6,21.6,0.0,7.0,False,False,88
10281,35,14.4,4.0,0.0,SQLServer,ROMEY,4,1996-08-14 00:00:00,1996-08-28,1996-08-21,1.0,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,SQLServer,57.6,57.6,0.0,7.0,False,False,89
10282,30,20.7,6.0,0.0,SQLServer,ROMEY,4,1996-08-15 00:00:00,1996-09-12,1996-08-21,1.0,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,SQLServer,124.2,124.2,0.0,6.0,False,False,90
10282,57,15.6,2.0,0.0,SQLServer,ROMEY,4,1996-08-15 00:00:00,1996-09-12,1996-08-21,1.0,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,SQLServer,31.2,31.2,0.0,6.0,False,False,91
10283,15,12.4,20.0,0.0,SQLServer,LILAS,3,1996-08-16 00:00:00,1996-09-13,1996-08-23,3.0,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,SQLServer,248.0,248.0,0.0,7.0,False,False,92
10283,19,7.3,18.0,0.0,SQLServer,LILAS,3,1996-08-16 00:00:00,1996-09-13,1996-08-23,3.0,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,SQLServer,131.4,131.4,0.0,7.0,False,False,93
10283,60,27.2,35.0,0.0,SQLServer,LILAS,3,1996-08-16 00:00:00,1996-09-13,1996-08-23,3.0,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,SQLServer,952.0,952.0,0.0,7.0,False,False,94
10283,72,27.8,3.0,0.0,SQLServer,LILAS,3,1996-08-16 00:00:00,1996-09-13,1996-08-23,3.0,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,SQLServer,83.4,83.4,0.0,7.0,False,False,95
10284,27,35.1,15.0,0.25,SQLServer,LEHMS,4,1996-08-19 00:00:00,1996-09-16,1996-08-27,1.0,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,SQLServer,394.88,526.5,131.62,8.0,False,False,96
10284,44,15.5,21.0,0.0,SQLServer,LEHMS,4,1996-08-19 00:00:00,1996-09-16,1996-08-27,1.0,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,SQLServer,325.5,325.5,0.0,8.0,False,False,97
10284,60,27.2,20.0,0.25,SQLServer,LEHMS,4,1996-08-19 00:00:00,1996-09-16,1996-08-27,1.0,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,SQLServer,408.0,544.0,136.0,8.0,False,False,98
10284,67,11.2,5.0,0.25,SQLServer,LEHMS,4,1996-08-19 00:00:00,1996-09-16,1996-08-27,1.0,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,SQLServer,42.0,56.0,14.0,8.0,False,False,99
10285,1,14.4,45.0,0.20000000298023224,SQLServer,QUICK,1,1996-08-20 00:00:00,1996-09-17,1996-08-26,2.0,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,SQLServer,518.4,648.0,129.6,6.0,False,False,100
10285,40,14.7,40.0,0.20000000298023224,SQLServer,QUICK,1,1996-08-20 00:00:00,1996-09-17,1996-08-26,2.0,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,SQLServer,470.4,588.0,117.6,6.0,False,False,101
10285,53,26.2,36.0,0.20000000298023224,SQLServer,QUICK,1,1996-08-20 00:00:00,1996-09-17,1996-08-26,2.0,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,SQLServer,754.56,943.2,188.64,6.0,False,False,102
